-13.3000000000000007 -6.2999999999999998 -3.5000000000000000 -10.5000000000000000 -8.4000000000000004 -7.0000000000000000 -5.5999999999999996
-5.5999999999999996 -6.2999999999999998 -9.8000000000000007 -6.2999999999999998 -7.0000000000000000 -4.9000000000000004 -5.5999999999999996
-9.0999999999999996 -4.2000000000000002 -5.5999999999999996 -8.4000000000000004 -7.7000000000000002 -7.0000000000000000 -2.7999999999999998
-7.0000000000000000 -8.4000000000000004 -4.9000000000000004 -4.9000000000000004 -4.2000000000000002 -7.7000000000000002 -8.4000000000000004
-10.5000000000000000 -1.3999999999999999 -4.9000000000000004 -7.7000000000000002 -6.2999999999999998 -7.7000000000000002 -2.7999999999999998
-8.4000000000000004 -4.2000000000000002 -2.7999999999999998 -4.9000000000000004 -4.9000000000000004 -5.5999999999999996 -4.9000000000000004
-2.7999999999999998 -7.7000000000000002 -7.0000000000000000 -4.2000000000000002 -6.2999999999999998 -3.5000000000000000 -6.2999999999999998
-9.0999999999999996 -4.2000000000000002 -7.0000000000000000 -7.7000000000000002 -9.0999999999999996 -8.4000000000000004 -10.5000000000000000
-6.2999999999999998 -9.0999999999999996 -5.5999999999999996 -7.0000000000000000 -8.4000000000000004 -23.1000000000000014 -9.0999999999999996
-3.5000000000000000 -11.1999999999999993 -5.5999999999999996 -8.4000000000000004 -9.0999999999999996 -5.5999999999999996 -4.9000000000000004
-7.7000000000000002 -13.3000000000000007 -7.0000000000000000 -10.5000000000000000 -9.0999999999999996 -6.2999999999999998 -3.5000000000000000
-5.5999999999999996 -3.5000000000000000 -4.9000000000000004 -8.4000000000000004 -7.7000000000000002 -7.7000000000000002 -2.1000000000000001
-3.5000000000000000 -7.0000000000000000 -10.5000000000000000 -12.5999999999999996 -4.9000000000000004 -4.2000000000000002 -7.7000000000000002
-7.7000000000000002 -5.5999999999999996 -12.5999999999999996 -7.0000000000000000 -6.2999999999999998 -5.5999999999999996 -2.1000000000000001
-10.5000000000000000 -11.1999999999999993 -7.0000000000000000 -11.9000000000000004 -9.0999999999999996 -9.8000000000000007 -4.9000000000000004
-6.2999999999999998 -9.8000000000000007 -7.7000000000000002 -8.4000000000000004 -9.0999999999999996 -7.7000000000000002 -5.5999999999999996
-7.7000000000000002 -7.0000000000000000 -8.4000000000000004 -6.2999999999999998 -4.9000000000000004 -11.1999999999999993 -9.8000000000000007
-7.0000000000000000 -9.8000000000000007 -5.5999999999999996 -8.4000000000000004 -4.2000000000000002 -5.5999999999999996 -10.5000000000000000
-5.5999999999999996 -6.2999999999999998 -7.0000000000000000 -9.0999999999999996 -4.2000000000000002 -11.1999999999999993 -9.0999999999999996
-3.5000000000000000 -7.0000000000000000 -5.5999999999999996 -3.5000000000000000 -4.9000000000000004 -9.0999999999999996 -5.5999999999999996
-3.5000000000000000 -7.7000000000000002 -8.4000000000000004 -11.1999999999999993 -14.0000000000000000 -3.5000000000000000 -3.5000000000000000
-6.2999999999999998 -8.4000000000000004 -7.7000000000000002 -7.7000000000000002 -4.2000000000000002 -4.9000000000000004 -7.7000000000000002
-4.9000000000000004 -11.9000000000000004 -9.0999999999999996 -11.1999999999999993 -7.0000000000000000 -4.9000000000000004 -4.2000000000000002
-5.5999999999999996 -2.7999999999999998 -9.0999999999999996 -13.3000000000000007 -7.7000000000000002 -5.5999999999999996 -5.5999999999999996
-9.8000000000000007 -7.0000000000000000 -10.5000000000000000 -11.1999999999999993 -7.7000000000000002 -4.9000000000000004 -7.0000000000000000
-4.9000000000000004 -5.5999999999999996 -7.7000000000000002 -6.2999999999999998 -4.2000000000000002 -7.0000000000000000 -2.7999999999999998
-3.5000000000000000 -3.5000000000000000 -9.8000000000000007 -6.2999999999999998 -9.0999999999999996 -6.2999999999999998 -5.5999999999999996
-11.1999999999999993 -8.4000000000000004 -11.1999999999999993 -9.0999999999999996 -7.7000000000000002 -7.7000000000000002 -7.0000000000000000
-7.0000000000000000 -5.5999999999999996 -9.0999999999999996 -4.9000000000000004 -4.9000000000000004 -11.1999999999999993 -12.5999999999999996
-9.0999999999999996 -6.2999999999999998 -11.1999999999999993 -7.7000000000000002 -2.7999999999999998 -2.7999999999999998 -14.6999999999999993
-9.0999999999999996 -5.5999999999999996 -5.5999999999999996 -4.2000000000000002 -2.7999999999999998 -13.3000000000000007 -5.5999999999999996
-5.5999999999999996 -4.9000000000000004 -2.1000000000000001 -4.2000000000000002 -9.8000000000000007 -7.0000000000000000 -6.2999999999999998
-6.2999999999999998 -9.0999999999999996 -3.5000000000000000 -4.2000000000000002 -4.9000000000000004 -8.4000000000000004 -14.0000000000000000
-4.9000000000000004 -8.4000000000000004 -2.7999999999999998 -7.7000000000000002 -6.2999999999999998 -7.0000000000000000 -7.0000000000000000
-7.0000000000000000 -5.5999999999999996 -7.7000000000000002 -3.5000000000000000 -6.2999999999999998 -4.9000000000000004 -5.5999999999999996
-9.8000000000000007 -11.9000000000000004 -9.0999999999999996 -3.5000000000000000 -5.5999999999999996 -4.9000000000000004 -5.5999999999999996
-4.2000000000000002 -13.3000000000000007 -12.5999999999999996 -13.3000000000000007 -4.9000000000000004 -14.6999999999999993 -5.5999999999999996
-7.0000000000000000 -11.9000000000000004 -16.1000000000000014 -2.7999999999999998 -14.0000000000000000 -2.1000000000000001 -3.5000000000000000
-6.2999999999999998 -4.9000000000000004 -25.8999999999999986 -10.5000000000000000 -4.9000000000000004 -10.5000000000000000 -3.5000000000000000
-7.7000000000000002 -16.1000000000000014 -7.0000000000000000 -6.2999999999999998 -11.9000000000000004 -4.9000000000000004 -7.7000000000000002
-5.5999999999999996 -3.5000000000000000 -7.0000000000000000 -9.8000000000000007 -8.4000000000000004 -4.2000000000000002 -7.7000000000000002
-8.4000000000000004 -9.8000000000000007 -7.0000000000000000 -5.5999999999999996 -9.8000000000000007 -2.7999999999999998 -4.2000000000000002
-3.5000000000000000 -5.5999999999999996 -7.7000000000000002 -10.5000000000000000 -9.8000000000000007 -7.0000000000000000 -5.5999999999999996
-14.0000000000000000 -13.3000000000000007 -10.5000000000000000 -8.4000000000000004 -4.9000000000000004 -12.5999999999999996 -5.5999999999999996
-12.5999999999999996 -11.9000000000000004 -5.5999999999999996 -7.0000000000000000 -6.2999999999999998 -13.3000000000000007 -7.0000000000000000
-11.1999999999999993 -8.4000000000000004 -5.5999999999999996 -4.2000000000000002 -5.5999999999999996 -6.2999999999999998 -9.0999999999999996
-6.2999999999999998 -8.4000000000000004 -11.1999999999999993 -7.7000000000000002 -4.2000000000000002 -9.8000000000000007 -11.9000000000000004
-3.5000000000000000 -8.4000000000000004 -4.2000000000000002 -11.1999999999999993 -4.2000000000000002 -10.5000000000000000 -6.2999999999999998
-9.0999999999999996 -2.7999999999999998 -7.0000000000000000 -7.7000000000000002 -3.5000000000000000 -8.4000000000000004 -7.0000000000000000
-14.6999999999999993 -9.8000000000000007 -7.0000000000000000 -4.9000000000000004 -4.2000000000000002 -9.8000000000000007 -8.4000000000000004
-5.5999999999999996 -8.4000000000000004 -10.5000000000000000 -12.5999999999999996 -6.2999999999999998 -5.5999999999999996 -11.9000000000000004
-9.0999999999999996 -10.5000000000000000 -5.5999999999999996 -14.6999999999999993 -9.8000000000000007 -4.9000000000000004 -5.5999999999999996
-11.9000000000000004 -9.8000000000000007 -9.0999999999999996 -8.4000000000000004 -8.4000000000000004 -5.5999999999999996 -3.5000000000000000
-11.1999999999999993 -14.6999999999999993 -14.0000000000000000 -2.7999999999999998 -8.4000000000000004 -7.0000000000000000 -8.4000000000000004
-3.5000000000000000 -4.9000000000000004 -18.1999999999999993 -6.2999999999999998 -6.2999999999999998 -11.1999999999999993 -7.7000000000000002
-5.5999999999999996 -7.0000000000000000 -16.1000000000000014 -17.5000000000000000 -14.0000000000000000 -7.7000000000000002 -1.3999999999999999
-5.5999999999999996 -4.9000000000000004 -8.4000000000000004 -5.5999999999999996 -17.5000000000000000 -6.2999999999999998 -5.5999999999999996
-7.0000000000000000 -2.7999999999999998 -3.5000000000000000 -4.2000000000000002 -4.9000000000000004 -13.3000000000000007 -8.4000000000000004
-7.7000000000000002 -8.4000000000000004 -4.2000000000000002 -8.4000000000000004 -4.2000000000000002 -16.8000000000000007 -7.0000000000000000
-4.2000000000000002 -3.5000000000000000 -4.2000000000000002 -7.7000000000000002 -15.4000000000000004 -5.5999999999999996 -5.5999999999999996
-7.0000000000000000 -4.2000000000000002 -9.0999999999999996 -9.0999999999999996 -11.1999999999999993 -2.7999999999999998 -5.5999999999999996
-10.5000000000000000 -4.2000000000000002 -4.2000000000000002 -3.5000000000000000 -10.5000000000000000 -12.5999999999999996 -5.5999999999999996
-7.7000000000000002 -14.6999999999999993 -10.5000000000000000 -11.9000000000000004 -10.5000000000000000 -9.0999999999999996 -6.2999999999999998
-1.3999999999999999 -5.5999999999999996 -14.0000000000000000 -5.5999999999999996 -7.7000000000000002 -10.5000000000000000 -8.4000000000000004
-11.1999999999999993 -9.8000000000000007 -4.9000000000000004 -4.9000000000000004 -3.5000000000000000 -2.7999999999999998 -5.5999999999999996
-5.5999999999999996 -4.9000000000000004 -11.9000000000000004 -7.0000000000000000 -6.2999999999999998 -2.7999999999999998 -6.2999999999999998
-10.5000000000000000 -4.9000000000000004 -3.5000000000000000 -9.8000000000000007 -9.8000000000000007 -4.9000000000000004 -5.5999999999999996
-9.8000000000000007 -5.5999999999999996 -7.7000000000000002 -7.7000000000000002 -4.2000000000000002 -12.5999999999999996 -5.5999999999999996
-11.1999999999999993 -4.9000000000000004 -9.0999999999999996 -5.5999999999999996 -6.2999999999999998 -14.0000000000000000 -7.7000000000000002
-11.1999999999999993 -10.5000000000000000 -6.2999999999999998 -13.3000000000000007 -4.2000000000000002 -7.7000000000000002 -3.5000000000000000
-4.2000000000000002 -4.9000000000000004 -7.7000000000000002 -2.7999999999999998 -5.5999999999999996 -2.1000000000000001 -7.7000000000000002
-7.0000000000000000 -8.4000000000000004 -6.2999999999999998 -2.7999999999999998 -2.1000000000000001 -16.1000000000000014 -7.0000000000000000
-10.5000000000000000 -14.6999999999999993 -8.4000000000000004 -5.5999999999999996 -11.9000000000000004 -3.5000000000000000 -7.7000000000000002
-11.9000000000000004 -5.5999999999999996 -4.9000000000000004 -5.5999999999999996 -11.9000000000000004 -9.0999999999999996 -9.8000000000000007
-16.1000000000000014 -12.5999999999999996 -11.1999999999999993 -1.3999999999999999 -11.1999999999999993 -2.7999999999999998 -6.2999999999999998
-7.0000000000000000 -4.2000000000000002 -2.1000000000000001 -5.5999999999999996 -8.4000000000000004 -3.5000000000000000 -7.0000000000000000
-12.5999999999999996 -10.5000000000000000 -7.0000000000000000 -3.5000000000000000 -5.5999999999999996 -12.5999999999999996 -9.8000000000000007
-2.7999999999999998 -12.5999999999999996 -5.5999999999999996 -4.9000000000000004 -10.5000000000000000 -7.0000000000000000 -10.5000000000000000
-8.4000000000000004 -10.5000000000000000 -10.5000000000000000 -5.5999999999999996 -11.1999999999999993 -7.0000000000000000 -6.2999999999999998
-9.8000000000000007 -3.5000000000000000 -8.4000000000000004 -4.2000000000000002 -5.5999999999999996 -9.8000000000000007 -5.5999999999999996
-4.2000000000000002 -7.7000000000000002 -7.7000000000000002 -8.4000000000000004 -7.7000000000000002 -9.0999999999999996 -3.5000000000000000
-4.9000000000000004 -11.9000000000000004 -1.3999999999999999 -4.2000000000000002 -9.0999999999999996 -3.5000000000000000 -2.1000000000000001
-9.8000000000000007 -8.4000000000000004 -7.0000000000000000 -8.4000000000000004 -7.7000000000000002 -8.4000000000000004 -11.9000000000000004
-3.5000000000000000 -4.2000000000000002 -11.1999999999999993 -13.3000000000000007 -2.7999999999999998 -11.1999999999999993 -10.5000000000000000
-12.5999999999999996 -2.7999999999999998 -5.5999999999999996 -7.7000000000000002 -12.5999999999999996 -4.9000000000000004 -7.0000000000000000
-13.3000000000000007 -8.4000000000000004 -2.7999999999999998 -6.2999999999999998 -5.5999999999999996 -2.7999999999999998 -2.7999999999999998
-8.4000000000000004 -9.0999999999999996 -2.7999999999999998 -6.2999999999999998 -10.5000000000000000 -11.9000000000000004 -9.0999999999999996
-23.1000000000000014 -6.2999999999999998 -4.2000000000000002 -11.1999999999999993 -3.5000000000000000 -4.2000000000000002 -6.2999999999999998
-14.0000000000000000 -14.0000000000000000 -0.7000000000000000 -11.1999999999999993 -5.5999999999999996 -2.1000000000000001 -11.1999999999999993
-11.9000000000000004 -9.8000000000000007 0.0000000000000000 -6.2999999999999998 -7.0000000000000000 0.0000000000000000 -16.8000000000000007
-7.7000000000000002 -7.0000000000000000 -4.2000000000000002 -4.9000000000000004 -7.7000000000000002 -8.4000000000000004 -4.9000000000000004
-4.9000000000000004 -6.2999999999999998 -3.5000000000000000 -7.7000000000000002 -4.2000000000000002 -8.4000000000000004 -4.9000000000000004
-9.0999999999999996 -5.5999999999999996 -14.6999999999999993 -7.0000000000000000 -6.2999999999999998 -12.5999999999999996 -3.5000000000000000
-9.0999999999999996 -3.5000000000000000 -2.7999999999999998 -7.7000000000000002 -10.5000000000000000 -4.2000000000000002 -3.5000000000000000
-7.7000000000000002 -11.9000000000000004 -3.5000000000000000 -9.8000000000000007 -11.1999999999999993 -8.4000000000000004 -9.8000000000000007
-13.3000000000000007 -7.0000000000000000 -16.1000000000000014 -7.7000000000000002 -2.7999999999999998 -2.7999999999999998 -2.1000000000000001
-4.2000000000000002 -6.2999999999999998 -7.0000000000000000 -9.8000000000000007 -4.9000000000000004 -4.9000000000000004 -3.5000000000000000
-2.1000000000000001 -2.7999999999999998 -4.9000000000000004 -6.2999999999999998 -14.0000000000000000 -16.8000000000000007 -7.7000000000000002
-3.5000000000000000 -6.2999999999999998 -12.5999999999999996 -5.5999999999999996 -18.1999999999999993 -23.8000000000000007 -9.8000000000000007
-10.5000000000000000 -7.7000000000000002 -4.9000000000000004 -9.0999999999999996 -14.0000000000000000 -0.7000000000000000 -19.6000000000000014
-2.7999999999999998 -11.9000000000000004 -6.2999999999999998 -14.6999999999999993 -6.2999999999999998 -11.1999999999999993 -9.8000000000000007
-3.5000000000000000 -8.4000000000000004 -8.4000000000000004 -9.8000000000000007 -8.4000000000000004 -4.9000000000000004 -3.5000000000000000
-2.7999999999999998 -7.0000000000000000 -11.1999999999999993 -7.7000000000000002 -9.8000000000000007 -5.5999999999999996 -4.9000000000000004
-16.8000000000000007 -6.2999999999999998 -3.5000000000000000 -5.5999999999999996 -11.1999999999999993 -8.4000000000000004 -8.4000000000000004
-9.8000000000000007 -10.5000000000000000 -7.7000000000000002 -4.9000000000000004 -8.4000000000000004 -8.4000000000000004 -8.4000000000000004
-7.0000000000000000 -4.9000000000000004 -10.5000000000000000 -2.7999999999999998 -7.0000000000000000 -9.8000000000000007 -4.9000000000000004
-4.9000000000000004 -4.2000000000000002 -6.2999999999999998 -11.1999999999999993 -9.0999999999999996 -12.5999999999999996 -5.5999999999999996
-5.5999999999999996 -16.1000000000000014 -9.8000000000000007 -7.7000000000000002 -13.3000000000000007 -8.4000000000000004 -6.2999999999999998
-1.3999999999999999 -7.0000000000000000 -6.2999999999999998 -4.2000000000000002 -9.0999999999999996 -5.5999999999999996 -2.1000000000000001
-6.2999999999999998 -6.2999999999999998 -8.4000000000000004 -9.8000000000000007 -10.5000000000000000 -7.0000000000000000 -6.2999999999999998
-8.4000000000000004 -4.9000000000000004 -2.1000000000000001 -5.5999999999999996 -7.0000000000000000 -9.0999999999999996 -5.5999999999999996
-2.1000000000000001 -5.5999999999999996 -12.5999999999999996 -9.8000000000000007 -7.7000000000000002 -9.0999999999999996 -10.5000000000000000
-7.0000000000000000 -4.9000000000000004 -13.3000000000000007 -9.8000000000000007 -7.7000000000000002 -6.2999999999999998 -9.0999999999999996
-10.5000000000000000 -6.2999999999999998 -4.9000000000000004 -15.4000000000000004 -6.2999999999999998 -6.2999999999999998 -9.8000000000000007
-4.2000000000000002 -10.5000000000000000 -2.7999999999999998 -7.7000000000000002 -4.9000000000000004 -9.8000000000000007 -15.4000000000000004
-4.9000000000000004 -3.5000000000000000 -5.5999999999999996 -10.5000000000000000 -7.7000000000000002 -11.1999999999999993 -12.5999999999999996
-14.6999999999999993 -11.1999999999999993 -8.4000000000000004 -2.7999999999999998 -10.5000000000000000 -5.5999999999999996 -7.0000000000000000
-4.9000000000000004 -6.2999999999999998 -4.2000000000000002 -7.7000000000000002 -2.7999999999999998 -4.2000000000000002 -2.1000000000000001
-8.4000000000000004 -4.9000000000000004 -12.5999999999999996 -6.2999999999999998 -8.4000000000000004 -7.0000000000000000 -4.9000000000000004
-8.4000000000000004 -5.5999999999999996 -6.2999999999999998 -13.3000000000000007 -2.1000000000000001 -7.0000000000000000 -13.3000000000000007
-10.5000000000000000 -13.3000000000000007 -1.3999999999999999 -4.9000000000000004 -5.5999999999999996 -2.1000000000000001 -2.1000000000000001
-7.7000000000000002 -4.9000000000000004 -7.0000000000000000 -7.0000000000000000 -7.7000000000000002 -1.3999999999999999 -4.9000000000000004
-11.9000000000000004 -3.5000000000000000 -7.0000000000000000 -8.4000000000000004 -9.8000000000000007 -2.7999999999999998 -7.7000000000000002
-13.3000000000000007 -4.2000000000000002 -7.0000000000000000 -16.8000000000000007 -7.7000000000000002 -6.2999999999999998 -1.3999999999999999
-7.0000000000000000 -9.0999999999999996 -12.5999999999999996 -4.2000000000000002 -12.5999999999999996 -6.2999999999999998 -10.5000000000000000
-9.8000000000000007 -4.2000000000000002 -3.5000000000000000 -6.2999999999999998 -5.5999999999999996 -5.5999999999999996 -4.2000000000000002
-7.7000000000000002 -10.5000000000000000 -3.5000000000000000 -7.0000000000000000 -9.0999999999999996 -4.9000000000000004 -9.0999999999999996
-3.5000000000000000 -8.4000000000000004 -7.0000000000000000 -8.4000000000000004 -9.0999999999999996 -5.5999999999999996 -18.1999999999999993
-6.2999999999999998 -7.0000000000000000 -8.4000000000000004 -7.7000000000000002 -11.9000000000000004 -9.0999999999999996 -4.9000000000000004
-6.2999999999999998 -11.1999999999999993 -4.9000000000000004 -9.8000000000000007 -11.9000000000000004 -9.0999999999999996 -7.0000000000000000
-9.0999999999999996 -7.7000000000000002 -8.4000000000000004 -6.2999999999999998 -9.0999999999999996 -11.9000000000000004 -8.4000000000000004
-7.0000000000000000 -14.0000000000000000 -9.8000000000000007 -14.0000000000000000 0.0000000000000000 -11.1999999999999993 -21.0000000000000000
-8.4000000000000004 -7.7000000000000002 -11.1999999999999993 -6.2999999999999998 -8.4000000000000004 -8.4000000000000004 -8.4000000000000004
-6.2999999999999998 -12.5999999999999996 -10.5000000000000000 -7.0000000000000000 -5.5999999999999996 -1.3999999999999999 -2.1000000000000001
-4.2000000000000002 -6.2999999999999998 -8.4000000000000004 -10.5000000000000000 -9.0999999999999996 -6.2999999999999998 -2.1000000000000001
-16.8000000000000007 -11.1999999999999993 -2.7999999999999998 -5.5999999999999996 -11.9000000000000004 -7.0000000000000000 -6.2999999999999998
-23.8000000000000007 -4.9000000000000004 -4.2000000000000002 -4.9000000000000004 -9.0999999999999996 -4.2000000000000002 -6.2999999999999998
-9.8000000000000007 -9.8000000000000007 -5.5999999999999996 -4.9000000000000004 -4.2000000000000002 -11.9000000000000004 -7.0000000000000000
-10.5000000000000000 -9.0999999999999996 -3.5000000000000000 -4.2000000000000002 -5.5999999999999996 -9.8000000000000007 -3.5000000000000000
-11.1999999999999993 -6.2999999999999998 -2.7999999999999998 -2.7999999999999998 -10.5000000000000000 -4.9000000000000004 -8.4000000000000004
-11.1999999999999993 -4.9000000000000004 -6.2999999999999998 -4.9000000000000004 -8.4000000000000004 -9.8000000000000007 -8.4000000000000004
-5.5999999999999996 -8.4000000000000004 -7.7000000000000002 -8.4000000000000004 -6.2999999999999998 -7.7000000000000002 -12.5999999999999996
-9.0999999999999996 -10.5000000000000000 -8.4000000000000004 -2.1000000000000001 -11.1999999999999993 -12.5999999999999996 -7.7000000000000002
-8.4000000000000004 -8.4000000000000004 -8.4000000000000004 -7.0000000000000000 -9.0999999999999996 -2.7999999999999998 -7.0000000000000000
-4.9000000000000004 -16.8000000000000007 -6.2999999999999998 -11.1999999999999993 -13.3000000000000007 -3.5000000000000000 -16.1000000000000014
-2.7999999999999998 -11.1999999999999993 -3.5000000000000000 -2.1000000000000001 -2.7999999999999998 -5.5999999999999996 -10.5000000000000000
-2.1000000000000001 -9.8000000000000007 -9.0999999999999996 -2.7999999999999998 -21.0000000000000000 -12.5999999999999996 -2.1000000000000001
-10.5000000000000000 -9.0999999999999996 -4.2000000000000002 -17.5000000000000000 -7.7000000000000002 -18.8999999999999986 -3.5000000000000000
-11.1999999999999993 -9.0999999999999996 -7.0000000000000000 -3.5000000000000000 -3.5000000000000000 -8.4000000000000004 -8.4000000000000004
-5.5999999999999996 -6.2999999999999998 -12.5999999999999996 -4.9000000000000004 -11.1999999999999993 -12.5999999999999996 -1.3999999999999999
-3.5000000000000000 -7.7000000000000002 -2.1000000000000001 -3.5000000000000000 -11.9000000000000004 -2.7999999999999998 -4.9000000000000004
-5.5999999999999996 -7.7000000000000002 -2.7999999999999998 -7.7000000000000002 -6.2999999999999998 -8.4000000000000004 -4.2000000000000002
-6.2999999999999998 -9.8000000000000007 -2.7999999999999998 -4.2000000000000002 -9.0999999999999996 -3.5000000000000000 -13.3000000000000007
-14.6999999999999993 -18.1999999999999993 -4.9000000000000004 -2.7999999999999998 -2.1000000000000001 -9.8000000000000007 -5.5999999999999996
-6.2999999999999998 -4.2000000000000002 -6.2999999999999998 -11.1999999999999993 -7.7000000000000002 -9.8000000000000007 -11.1999999999999993
-3.5000000000000000 -4.9000000000000004 -10.5000000000000000 -2.7999999999999998 -9.8000000000000007 -4.9000000000000004 -7.7000000000000002
-9.0999999999999996 -6.2999999999999998 -10.5000000000000000 -9.8000000000000007 -2.7999999999999998 -6.2999999999999998 -2.7999999999999998
-9.0999999999999996 -7.7000000000000002 -13.3000000000000007 -8.4000000000000004 -11.1999999999999993 -4.9000000000000004 -10.5000000000000000
